nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action;codice_corretto_imdb_umano;nome_corretto_umano
MAKELA;TRUE;Main Title Design;Additional Crew;Fight Club;;;MAKELA;X;;
MANNY VALENZUELA;TRUE;Labor Foremen;Art Department;Fight Club;;;MANNY VALENZUELA;X;;
Marlene Dietrich;TRUE;Performed by;Composers;Fight Club;;;Marlene Dietrich;X;;
MARYJO LANG;TRUE;Foley Mixer;Sound Department;Fight Club;;;MARYJO LANG;X;;
MATT WINSTON;TRUE;Seminary Student;Cast;Fight Club;;;MATT WINSTON;X;;
MATTHEW BUTLER;TRUE;CG Supervisor;Visual Effects;Fight Club;;;MATTHEW BUTLER;X;;
MAX E. BREHME;TRUE;Set Dressers;Set Decorators;Fight Club;;;MAX E. BREHME;X;;
MEAT LOAF ADAY;TRUE;Robert Paulsen;Cast;Fight Club;;;MEAT LOAF ADAY;X;;
Melle Steagall;TRUE;Written by;Composers;Fight Club;;;Melle Steagall;X;;
MICHAEL BRENNAN;TRUE;Dolly Grip;Camera and Electrical Department;Fight Club;;;MICHAEL BRENNAN;X;;
MICHAEL GIRARDIN;TRUE;Detective Walker;Cast;Fight Club;;;MICHAEL GIRARDIN;X;;
MICHAEL HERRON;TRUE;Set Production Assistants;Additional Crew;Fight Club;;;MICHAEL HERRON;X;;
MICHAEL SANTORO;TRUE;Rigging Best Boy Grips;Camera and Electrical Department;Fight Club;;;MICHAEL SANTORO;X;;
Michael Simpson;TRUE;Original Music Composed by;Composers;Fight Club;;;Michael Simpson;X;;
Michael Simpson;TRUE;Score Arranged, Recorded and Mixed by (The Dust Brothers);Composers;Fight Club;;;Michael Simpson;X;;
MICKIE MCGOWAN;TRUE;Voice Casting;Casting Directors;Fight Club;;;MICKIE MCGOWAN;X;;
MIKE ELLIS;TRUE;Digital Film Supervisor;Visual Effects;Fight Club;;;MIKE ELLIS;X;;
MIKE THURMEIER;TRUE;Animators;Animation Department;Fight Club;;;MIKE THURMEIER;X;;
MOTOYOSHI HATA;TRUE;Sculptors;Special Effects;Fight Club;;;MOTOYOSHI HATA;X;;
NICHOLAS BROOKS;TRUE;Digital Compositing;Visual Effects;Fight Club;;;NICHOLAS BROOKS;X;;
OWEN MASTERSON;TRUE;Airport Valet;Cast;Fight Club;;;OWEN MASTERSON;X;;
P. Scott Makela;TRUE;In memory of;Thanks;Fight Club;;;P. Scott Makela;X;;
PAT McNAMARA;TRUE;Commissioner Jacobs;Cast;Fight Club;;;PAT McNAMARA;X;;
PAUL MILTON;TRUE;Paint Foremen;Art Department;Fight Club;;;PAUL MILTON;X;;
PENELOPE VANDECAVE;TRUE;Digital Artists;Visual Effects;Fight Club;;;PENELOPE VANDECAVE;X;;
RACHEL SINGER;TRUE;Chloe;Cast;Fight Club;;;RACHEL SINGER;X;;
RANDY S. WESTGATE;TRUE;Make-Up Artists;Makeup Department;Fight Club;;;RANDY S. WESTGATE;X;;
Raymond Bongiovanni;TRUE;In memory of;Thanks;Fight Club;;;Raymond Bongiovanni;X;;
RICH QUINN;TRUE;Dialogue Editors;Sound Department;Fight Club;;;RICH QUINN;X;;
RICHARD LUND;TRUE;Translite Photography by;Camera and Electrical Department;Fight Club;;;RICHARD LUND;X;;
RICK GLASSMAN, D.D.S.;TRUE;Special Dental Effects;Special Effects;Fight Club;;;RICK GLASSMAN, D.D.S.;X;;
RICK K. BUOEN;TRUE;Illustrators;Art Department;Fight Club;;;RICK K. BUOEN;X;;
ROBBY ROBINSON;TRUE;Next Month's Opponent;Cast;Fight Club;;;ROBBY ROBINSON;X;;
ROBERT J. STEPHENSON;TRUE;Airport Security Officer;Cast;Fight Club;;;ROBERT J. STEPHENSON;X;;
ROBERT LONGSTREET WHEELER;TRUE;Apprentice Editor;Editorial Department;Fight Club;;;ROBERT LONGSTREET WHEELER;X;;
ROBIN D'ARCY;TRUE;Visual Effects Producer;Visual Effects;Fight Club;;;ROBIN D'ARCY;X;;
ROHRBAUGH III;TRUE;Paint Foremen;Art Department;Fight Club;;;ROHRBAUGH III;X;;
SARAH HEGARTY;TRUE;Asst. Sound Editors;Sound Department;Fight Club;;;SARAH HEGARTY;X;;
SETH REED;TRUE;Assistant Art Director;Art Department;Fight Club;;;SETH REED;X;;
Stephen Arnold;TRUE;Composed by;Composers;Fight Club;;;Stephen Arnold;X;;
STEPHEN ROLL;TRUE;Propmaker Foremen;Art Department;Fight Club;;;STEPHEN ROLL;X;;
STEVE HUMPHREY;TRUE;Electrical;Special Effects;Fight Club;;;STEVE HUMPHREY;X;;
SUZANNE MITUS;TRUE;Translite Matte Painter;Visual Effects;Fight Club;;;SUZANNE MITUS;X;;
THE DUST BROTHERS;TRUE;Original Music Composed by;Composers;Fight Club;;;THE DUST BROTHERS;X;;
The Odditorium;TRUE;Performed by;Composers;Fight Club;;;The Odditorium;X;;
The Pixies;TRUE;Performed by;Composers;Fight Club;;;The Pixies;X;;
THOMAS F. MARSHALL;TRUE;Transportation Captains;Transportation Department;Fight Club;;;THOMAS F. MARSHALL;X;;
TIM WILES;TRUE;Set Dressers;Set Decorators;Fight Club;;;TIM WILES;X;;
TOM BROWN;TRUE;Head Paint Foreman;Art Department;Fight Club;;;TOM BROWN;X;;
TOM SUGG;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;;;TOM SUGG;X;;
TYLER PATTON;TRUE;Set Dressers;Set Decorators;Fight Club;;;TYLER PATTON;X;;
Vas;TRUE;Performed by;Composers;Fight Club;;;Vas;X;;
W. LAUREN SANCHEZ;TRUE;Channel 4 Reporter;Cast;Fight Club;;;W. LAUREN SANCHEZ;X;;
WILLIAM ANDREW;TRUE;Set Dressers;Set Decorators;Fight Club;;;WILLIAM ANDREW;X;;
ZACH GRENIER;TRUE;;Cast;Fight Club;;;ZACH GRENIER;X;;
ZACH GRENIER;TRUE;Richard Chesler (Regional Manager);Cast;Fight Club;;;ZACH GRENIER;X;;
"""FAST EDDIE""";TRUE;Sound Mixer;Sound Department;Hill Street Blues S01E13;;;"""FAST EDDIE""";X;;
ABBY SINGER;TRUE;Executive in Charge of Production for MTM Enterprises;Producers;Hill Street Blues S01E13;;;ABBY SINGER;X;;
BETTY THOMAS;TRUE;;Cast;Hill Street Blues S01E13;;;BETTY THOMAS;X;;
BOB HARRIS, JR.;TRUE;Men's Costumer;Costume and Wardrobe Department;Hill Street Blues S01E13;;;BOB HARRIS, JR.;X;;
DAVE LEE;TRUE;Electrical Gaffer;Camera and Electrical Department;Hill Street Blues S01E13;;;DAVE LEE;X;;
DAVID LATT;TRUE;Location Manager;Location Managers;Hill Street Blues S01E13;;;DAVID LATT;X;;
DAVID PRICE;TRUE;Transportation Captain;Transportation Department;Hill Street Blues S01E13;;;DAVID PRICE;X;;
GEORGE DICKERSON;TRUE;Swanson;Cast;Hill Street Blues S01E13;;;GEORGE DICKERSON;X;;
IRENA DU BARRY;TRUE;Rosa Calletano;Cast;Hill Street Blues S01E13;;;IRENA DU BARRY;X;;
JEFFREY L. GOLDSTEIN;TRUE;Art Director;Art Directors;Hill Street Blues S01E13;;;JEFFREY L. GOLDSTEIN;X;;
JOHN BRANDON;TRUE;Detective Walsh;Cast;Hill Street Blues S01E13;;;JOHN BRANDON;X;;
JOHN REITZ;TRUE;Re-Recording;Sound Department;Hill Street Blues S01E13;;;JOHN REITZ;X;;
JOSEPH H. TERRILL;TRUE;Editors;Editors;Hill Street Blues S01E13;;;JOSEPH H. TERRILL;X;;
LAURA SINGER-WOLF;TRUE;Assistant Editor;Editorial Department;Hill Street Blues S01E13;;;LAURA SINGER-WOLF;X;;
LISA LINDGREN;TRUE;Cindy Spooner;Cast;Hill Street Blues S01E13;;;LISA LINDGREN;X;;
MARY JO BALLERINI;TRUE;Production Coordinator;Production Managers;Hill Street Blues S01E13;;;MARY JO BALLERINI;X;;
MICHAEL CONRAD;TRUE;;Cast;Hill Street Blues S01E13;;;MICHAEL CONRAD;X;;
MICHAEL TUCKER;TRUE;;Cast;Hill Street Blues S01E13;;;MICHAEL TUCKER;X;;
MICHAEL WARREN;TRUE;;Cast;Hill Street Blues S01E13;;;MICHAEL WARREN;X;;
MIKE POST;TRUE;Music by;Composers;Hill Street Blues S01E13;;;MIKE POST;X;;
PAT FENNELL;TRUE;Camera Operator;Camera and Electrical Department;Hill Street Blues S01E13;;;PAT FENNELL;X;;
PETER WHITE;TRUE;;Cast;Hill Street Blues S01E13;;;PETER WHITE;X;;
TED RICH;TRUE;Post Production Supervisor;Additional Crew;Hill Street Blues S01E13;;;TED RICH;X;;
THOMAS CALLAWAY;TRUE;;Cast;Hill Street Blues S01E13;;;THOMAS CALLAWAY;X;;
TOM STEVENS;TRUE;Editors;Editors;Hill Street Blues S01E13;;;TOM STEVENS;X;;
A. Lennox;TRUE;THERE MUST BE AN ANGEL (PLAYING WITH MY HEART);Composers;La grande bellezza;;;A. Lennox;X;;
A. Pärt;TRUE;MY HEART’S IN THE HIGHLANDS;Composers;La grande bellezza;;;A. Pärt;X;;
A. Stanley;TRUE;WE NO SPEAK AMERICANO;Composers;La grande bellezza;;;A. Stanley;X;;
A. Venditti;TRUE;FOREVER;Composers;La grande bellezza;;;A. Venditti;X;;
Alberto Aguirre;TRUE;Mariachi festa;Cast;La grande bellezza;;;Alberto Aguirre;X;;
Alberto Baldini;TRUE;si ringraziano;Thanks;La grande bellezza;;;Alberto Baldini;X;;
Alessandra Vaglienti;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Alessandra Vaglienti;X;;
Alessandro Paternesi;TRUE;Batteria;Music Department;La grande bellezza;;;Alessandro Paternesi;X;;
Anca Gabriela Rafan;TRUE;Assistenti arredatore;Set Decorators;La grande bellezza;;;Anca Gabriela Rafan;X;;
Andrea De Cristofaro;TRUE;;Thanks;La grande bellezza;;;Andrea De Cristofaro;X;;
Andrea Maguolo;TRUE;;Thanks;La grande bellezza;;;Andrea Maguolo;X;;
Andrea Orsini;TRUE;Colorist;Additional Crew;La grande bellezza;;;Andrea Orsini;X;;
Angelo Sbrigoli;TRUE;Coordinamento;Music Department;La grande bellezza;;;Angelo Sbrigoli;X;;
Anna Lazzari;TRUE;si ringraziano;Thanks;La grande bellezza;;;Anna Lazzari;X;;
Antonello Venditti;TRUE;eseguita da;Music Department;La grande bellezza;;;Antonello Venditti;X;;
Antonello Venditti;TRUE;un ringraziamento particolare a;Thanks;La grande bellezza;;;Antonello Venditti;X;;
Antonio Riello;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Antonio Riello;X;;
Ardalan Nabavinejad;TRUE;Street casting;Casting Directors;La grande bellezza;;;Ardalan Nabavinejad;X;;
Ardalan Nabavinejad;TRUE;Aiuto al montaggio;Editorial Department;La grande bellezza;;;Ardalan Nabavinejad;X;;
Aurelio De Laurentiis;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Aurelio De Laurentiis;X;;
Auronda Scalera;TRUE;Street casting;Casting Directors;La grande bellezza;;;Auronda Scalera;X;;
B. Lauzi;TRUE;TI RUBERÒ;Composers;La grande bellezza;;;B. Lauzi;X;;
Barbara Sartorio;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Barbara Sartorio;X;;
Benedetta Barroero;TRUE;Stagisti;Additional Crew;La grande bellezza;;;Benedetta Barroero;X;;
Berthling;TRUE;PARADE;Composers;La grande bellezza;;;Berthling;X;;
Berthling;TRUE;PARADE;Composers;La grande bellezza;;;Berthling;X;;
Bob Sinclar;TRUE;eseguita da;Music Department;La grande bellezza;;;Bob Sinclar;X;;
C. Bouyjou;TRUE;DISCOTECA;Composers;La grande bellezza;;;C. Bouyjou;X;;
C. Fabre;TRUE;DISCOTECA;Composers;La grande bellezza;;;C. Fabre;X;;
C. Frederickson;TRUE;WATER FROM THE SAME SOURCE;Composers;La grande bellezza;;;C. Frederickson;X;;
Carlo Boccadoro;TRUE;dirette dal Maestro;Music Department;La grande bellezza;;;Carlo Boccadoro;X;;
Carlo Lapucci;TRUE;;Unknown;La grande bellezza;;;Carlo Lapucci;X;;
Carmelina D'Andrea;TRUE;Sarte;Costume and Wardrobe Department;La grande bellezza;;;Carmelina D'Andrea;X;;
Cesare Attolini;TRUE;gli abiti indossatin dal signor Toni Servillo sono stati realizzati da;Miscellaneous Companies;La grande bellezza;;;Cesare Attolini;X;;
Clara Ferrazzini;TRUE;Sarte;Costume and Wardrobe Department;La grande bellezza;;;Clara Ferrazzini;X;;
Claudio Vecchio;TRUE;un ringraziamento particolare a;Thanks;La grande bellezza;;;Claudio Vecchio;X;;
Comandante Giorgia Capozzella;TRUE;si ringraziano inoltre;Thanks;La grande bellezza;;;Comandante Giorgia Capozzella;X;;
D. A. Lang;TRUE;WORLD TO COME IV;Composers;La grande bellezza;;;D. A. Lang;X;;
D. A. Lang;TRUE;I LIE;Composers;La grande bellezza;;;D. A. Lang;X;;
D. A. Stewart;TRUE;THERE MUST BE AN ANGEL (PLAYING WITH MY HEART);Composers;La grande bellezza;;;D. A. Stewart;X;;
D. MacLennan ;TRUE;WE NO SPEAK AMERICANO;Composers;La grande bellezza;;;D. MacLennan ;X;;
D. Pace;TRUE;FAR L’AMORE;Composers;La grande bellezza;;;D. Pace;X;;
Daniela D'Antonio;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Daniela D'Antonio;X;;
Dariusz Paradowski;TRUE;Performed by, male soprano;Music Department;La grande bellezza;;;Dariusz Paradowski;X;;
Diego Esposito;TRUE;;Thanks;La grande bellezza;;;Diego Esposito;X;;
dott.ssa Patrizia Pavone;TRUE;;Thanks;La grande bellezza;;;dott.ssa Patrizia Pavone;X;;
El Gato DJ;TRUE;eseguita da;Music Department;La grande bellezza;;;El Gato DJ;X;;
Ely;TRUE;MORE THAN SCARLET ;Composers;La grande bellezza;;;Ely;X;;
Emanuele Becheri;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Emanuele Becheri;X;;
ESG;TRUE;eseguita da;Music Department;La grande bellezza;;;ESG;X;;
F. Attanasio;TRUE;MUEVE LA COLITA;Composers;La grande bellezza;;;F. Attanasio;X;;
F. Bracardi;TRUE;FAR L’AMORE;Composers;La grande bellezza;;;F. Bracardi;X;;
F. Poulenc;TRUE;TROIS MOUVEMENTS PERPÉTUELS (1918);Composers;La grande bellezza;;;F. Poulenc;X;;
Fiammetta Baralla;TRUE;un ringraziamento particolare a;Thanks;La grande bellezza;;;Fiammetta Baralla;X;;
Fitzgerald;TRUE;MORE THAN SCARLET ;Composers;La grande bellezza;;;Fitzgerald;X;;
Flavio Cattaneo;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Flavio Cattaneo;X;;
Flore Saunois;TRUE;Stagiste;Costume and Wardrobe Department;La grande bellezza;;;Flore Saunois;X;;
Franca De Monti;TRUE;;Thanks;La grande bellezza;;;Franca De Monti;X;;
Francesca Casarola;TRUE;;Thanks;La grande bellezza;;;Francesca Casarola;X;;
Francesca Esposito;TRUE;Aiuto arredatore;Set Decorators;La grande bellezza;;;Francesca Esposito;X;;
Francesco Galli;TRUE;Elettricisti;Camera and Electrical Department;La grande bellezza;;;Francesco Galli;X;;
Francesco Serra Di Cassano;TRUE;;Thanks;La grande bellezza;;;Francesco Serra Di Cassano;X;;
G. Attanasio;TRUE;MUEVE LA COLITA;Composers;La grande bellezza;;;G. Attanasio;X;;
G. Bizet;TRUE;SINFONIA N. 1 IN DO MAGGIORE – ADAGIO;Composers;La grande bellezza;;;G. Bizet;X;;
G. Le Friant ;TRUE;FAR L’AMORE;Composers;La grande bellezza;;;G. Le Friant ;X;;
Gabriela Belisario;TRUE;Ragazza botox;Cast;La grande bellezza;;;Gabriela Belisario;X;;
Gabriele Bonato;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Gabriele Bonato;X;;
Genziana Gentilini;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Genziana Gentilini;X;;
Gian Maria Tosatti;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Gian Maria Tosatti;X;;
Gianluca Jodice;TRUE;Backstage;Additional Crew;La grande bellezza;;;Gianluca Jodice;X;;
Gianni Narducci;TRUE;;Thanks;La grande bellezza;;;Gianni Narducci;X;;
Gina Magnani;TRUE;;Thanks;La grande bellezza;;;Gina Magnani;X;;
Giorgio Armani;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Giorgio Armani;X;;
Giulio Brogi;TRUE;un ringraziamento particolare a;Thanks;La grande bellezza;;;Giulio Brogi;X;;
Giuseppe Arnone;TRUE;si ringraziano;Thanks;La grande bellezza;;;Giuseppe Arnone;X;;
Giuseppe Modesti;TRUE;;Thanks;La grande bellezza;;;Giuseppe Modesti;X;;
Grzegorz Zychowicz;TRUE;Performed by, bass;Music Department;La grande bellezza;;;Grzegorz Zychowicz;X;;
Guido Torlonia;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Guido Torlonia;X;;
Guilherme Boratto;TRUE;Produced by;Music Department;La grande bellezza;;;Guilherme Boratto;X;;
H. M. Górecki;TRUE;SYMPHONY NO. 3 OP. 36 “OF SORROWFUL SONGS”, III. LENTO – CANTABILE SEMPLICE;Composers;La grande bellezza;;;H. M. Górecki;X;;
Hallonsten;TRUE;PARADE;Composers;La grande bellezza;;;Hallonsten;X;;
I Romans;TRUE;;Thanks;La grande bellezza;;;I Romans;X;;
Ilma Caccavale;TRUE;;Thanks;La grande bellezza;;;Ilma Caccavale;X;;
Isabella Ferrari;TRUE;e con;Cast;La grande bellezza;;;Isabella Ferrari;X;;
J. K. Tavener;TRUE;THE LAMB;Composers;La grande bellezza;;;J. K. Tavener;X;;
J. Noble;TRUE;WATER FROM THE SAME SOURCE;Composers;La grande bellezza;;;J. Noble;X;;
J. Peña Suazo;TRUE;QUE NO SE ACABE EL MAMBO;Composers;La grande bellezza;;;J. Peña Suazo;X;;
Jacopo da Bassano;TRUE;;Unknown;La grande bellezza;;;Jacopo da Bassano;X;;
Jan Szypowski;TRUE;Performed by, organ;Music Department;La grande bellezza;;;Jan Szypowski;X;;
Kelly;TRUE;MORE THAN SCARLET ;Composers;La grande bellezza;;;Kelly;X;;
L. Confetta;TRUE;MUEVE LA COLITA;Composers;La grande bellezza;;;L. Confetta;X;;
Laura Biagiotti;TRUE;la signora Sabrina Ferilli indossa abiti;Miscellaneous Companies;La grande bellezza;;;Laura Biagiotti;X;;
Laura Marconi;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Laura Marconi;X;;
Leo Mantovani;TRUE;;Thanks;La grande bellezza;;;Leo Mantovani;X;;
Lillo Petrolo;TRUE;;Cast;La grande bellezza;;;Lillo Petrolo;X;;
Lorenzo Distante;TRUE;Aiuti segr. di produzione;Production Managers;La grande bellezza;;;Lorenzo Distante;X;;
Lorenzo Rossi Espagnet;TRUE;Segretari di produzione;Production Managers;La grande bellezza;;;Lorenzo Rossi Espagnet;X;;
Lorraine Bowen;TRUE;eseguita da;Music Department;La grande bellezza;;;Lorraine Bowen;X;;
Louis-Ferdinand Céline;TRUE;per la citazione di “Voyage au bout de la nuit”;Unknown;La grande bellezza;;;Louis-Ferdinand Céline;X;;
Luca Giordano;TRUE;si ringraziano;Thanks;La grande bellezza;;;Luca Giordano;X;;
Luca Ricci;TRUE;Scenotecnici;Art Department;La grande bellezza;;;Luca Ricci;X;;
Lucilla Masucci;TRUE;Assistenti alla regia;Second Unit Directors or Assistant Directors;La grande bellezza;;;Lucilla Masucci;X;;
Luigi Caputo;TRUE;;Thanks;La grande bellezza;;;Luigi Caputo;X;;
M. Fabrizio;TRUE;FOREVER;Composers;La grande bellezza;;;M. Fabrizio;X;;
M. Handley;TRUE;WE NO SPEAK AMERICANO;Composers;La grande bellezza;;;M. Handley;X;;
Magister Perotinus;TRUE;BEATA VISCERA;Composers;La grande bellezza;;;Magister Perotinus;X;;
Manuela Dimasi;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Manuela Dimasi;X;;
Marchese Alvise Di Canossa;TRUE;;Thanks;La grande bellezza;;;Marchese Alvise Di Canossa;X;;
Marco Buonanno;TRUE;Digital cleaning;Visual Effects;La grande bellezza;;;Marco Buonanno;X;;
Marialaura Rondanini;TRUE;;Cast;La grande bellezza;;;Marialaura Rondanini;X;;
Marisela Federici;TRUE;;Thanks;La grande bellezza;;;Marisela Federici;X;;
Massimo Giovannetti;TRUE;Scenotecnici;Art Department;La grande bellezza;;;Massimo Giovannetti;X;;
Maurizio;TRUE;a;Thanks;La grande bellezza;;;Maurizio;X;;
Maurizio Angeli;TRUE;Autisti;Transportation Department;La grande bellezza;;;Maurizio Angeli;X;;
Maurizio Porro;TRUE;Segretari di produzione;Production Managers;La grande bellezza;;;Maurizio Porro;X;;
Mauro Pretti;TRUE;;Thanks;La grande bellezza;;;Mauro Pretti;X;;
Max Ionata;TRUE;Sax Tenore;Music Department;La grande bellezza;;;Max Ionata;X;;
Meena Hasan;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Meena Hasan;X;;
Michele Lacerenza;TRUE;Elettricisti;Camera and Electrical Department;La grande bellezza;;;Michele Lacerenza;X;;
Michele Mancini;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Michele Mancini;X;;
Mirko Giambartolomei;TRUE;Scansione;Additional Crew;La grande bellezza;;;Mirko Giambartolomei;X;;
Monica Cetti;TRUE;eseguita da;Music Department;La grande bellezza;;;Monica Cetti;X;;
Moreno Menchi;TRUE;Scansione;Additional Crew;La grande bellezza;;;Moreno Menchi;X;;
N. Salerno ;TRUE;WE NO SPEAK AMERICANO;Composers;La grande bellezza;;;N. Salerno ;X;;
Nadia Kuprina;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Nadia Kuprina;X;;
Nello D’Isa;TRUE;;Thanks;La grande bellezza;;;Nello D’Isa;X;;
Nicola Scamarcio;TRUE;Aiuti segr. di produzione;Production Managers;La grande bellezza;;;Nicola Scamarcio;X;;
Olivier Cottet-Puinel;TRUE;Produzione Pathé;Additional Crew;La grande bellezza;;;Olivier Cottet-Puinel;X;;
Pamela Villoresi;TRUE;;Cast;La grande bellezza;;;Pamela Villoresi;X;;
Paolo Scotti;TRUE;Remix di;Composers;La grande bellezza;;;Paolo Scotti;X;;
Pedro Ramirez;TRUE;Mariachi festa;Cast;La grande bellezza;;;Pedro Ramirez;X;;
Peppe;TRUE;a;Thanks;La grande bellezza;;;Peppe;X;;
Peter Beijersbergen van Henegouwen;TRUE;Performed by, piano;Music Department;La grande bellezza;;;Peter Beijersbergen van Henegouwen;X;;
Piero Messina;TRUE;Assistenti alla regia;Second Unit Directors or Assistant Directors;La grande bellezza;;;Piero Messina;X;;
R. Carosone;TRUE;WE NO SPEAK AMERICANO;Composers;La grande bellezza;;;R. Carosone;X;;
R. Grimes;TRUE;WATER FROM THE SAME SOURCE;Composers;La grande bellezza;;;R. Grimes;X;;
R. Nanni ;TRUE;MUEVE LA COLITA;Composers;La grande bellezza;;;R. Nanni ;X;;
R. Valli;TRUE;DISCOTECA;Composers;La grande bellezza;;;R. Valli;X;;
Raffaella Carrà;TRUE;eseguita da;Music Department;La grande bellezza;;;Raffaella Carrà;X;;
Raffaello Sanzio;TRUE;;Unknown;La grande bellezza;;;Raffaello Sanzio;X;;
Ricarrdo Favato;TRUE;si ringraziano;Thanks;La grande bellezza;;;Ricarrdo Favato;X;;
Riccardo Marchegiani;TRUE;Produzione Babe Films;Additional Crew;La grande bellezza;;;Riccardo Marchegiani;X;;
Roberta Armani;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Roberta Armani;X;;
Roberta Carocci;TRUE;Guida turistica;Cast;La grande bellezza;;;Roberta Carocci;X;;
Roberto Camba;TRUE;si ringraziano;Thanks;La grande bellezza;;;Roberto Camba;X;;
Roberto D'Agostino;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Roberto D'Agostino;X;;
Roberto D'Antonio;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza;;;Roberto D'Antonio;X;;
Roberto De Francesco;TRUE;un ringraziamento speciale a;Thanks;La grande bellezza;;;Roberto De Francesco;X;;
Roberto Tarenzi;TRUE;Pianoforte;Music Department;La grande bellezza;;;Roberto Tarenzi;X;;
Rocco Russo;TRUE;Stuntman;Stunts;La grande bellezza;;;Rocco Russo;X;;
S. Attanasio;TRUE;MUEVE LA COLITA;Composers;La grande bellezza;;;S. Attanasio;X;;
Salvatore D’Amico;TRUE;;Thanks;La grande bellezza;;;Salvatore D’Amico;X;;
Salvo Nastasi;TRUE;;Thanks;La grande bellezza;;;Salvo Nastasi;X;;
Schutzinger;TRUE;MORE THAN SCARLET ;Composers;La grande bellezza;;;Schutzinger;X;;
Scroggins;TRUE;MOODY;Composers;La grande bellezza;;;Scroggins;X;;
Silvia Graziani;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Silvia Graziani;X;;
Simone Bergantini;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza;;;Simone Bergantini;X;;
Stefano d'Avella;TRUE;direzione amministrativa;Production Managers;La grande bellezza;;;Stefano d'Avella;X;;
Stefano Fajella;TRUE;Titles;Additional Crew;La grande bellezza;;;Stefano Fajella;X;;
Stefano Fregni;TRUE;;Thanks;La grande bellezza;;;Stefano Fregni;X;;
Stefano Vallentinuzzi;TRUE;Macchinisti;Camera and Electrical Department;La grande bellezza;;;Stefano Vallentinuzzi;X;;
Steffaro;TRUE;PANCHO;Composers;La grande bellezza;;;Steffaro;X;;
Tiberio Angeloni;TRUE;Scenotecnici;Art Department;La grande bellezza;;;Tiberio Angeloni;X;;
Trombetti;TRUE;PANCHO;Composers;La grande bellezza;;;Trombetti;X;;
V. Martynov;TRUE;THE BEATITUDES;Composers;La grande bellezza;;;V. Martynov;X;;
Valeria Laino;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Valeria Laino;X;;
Valeria Sottili;TRUE;voci femminili del Torino Vocalensemble;Music Department;La grande bellezza;;;Valeria Sottili;X;;
