nome;is_person;role_detail;role_group;numero_episodio
MARTIN LIECKFELD;TRUE;BEST BOY;Camera and Electrical Department;Dark S01E09
MARTIN ROSENKRANZ;TRUE;SENIOR COMPOSITING ARTISTS;Visual Effects;Dark S01E09
MARTIN ROTH;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09
MARTIN-CHRISTOPHER BODE;TRUE;ASSISTANT VIDEO OPERATORS;Camera and Electrical Department;Dark S01E09
Massimo Lodolo;TRUE;Ulrich;Voice Actors - Dubbing;Dark S01E09
MATHIAS MAYDL;TRUE;RE-RECORDING MIXERS;Sound Department;Dark S01E09
MATHILDA BARCHMANN;TRUE;ONLINE & FINISHING ARTISTS;Editorial Department;Dark S01E09
MATTHIAS BÄUERLE;TRUE;COMPOSITORS;Visual Effects;Dark S01E09
MATTHIAS BRAUN;TRUE;LOCATION MANAGER;Location Managers;Dark S01E09
MATTHIAS EDINGER;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09
MATTHIAS HILDEBRAND;TRUE;ELECTRICIANS;Camera and Electrical Department;Dark S01E09
MATTHIAS PRANGE;TRUE;S/BY CARPENTER;Art Department;Dark S01E09
MATTHIAS RICHTER;TRUE;SOUND MIXER;Sound Department;Dark S01E09
MATTHIAS RÖDER;TRUE;CARPENTERS;Art Department;Dark S01E09
MATTI FALKENBERG;TRUE;ASSISTANT EDITORS;Editorial Department;Dark S01E09
MAX WIEDEMANN;TRUE;EXECUTIVE PRODUCERS;Producers;Dark S01E09
MAXIM KNEFELI;TRUE;SFX TECHNICIANS;Special Effects;Dark S01E09
MERLE VIERCK;TRUE;SET DECORATOR ASSISTANTS;Art Department;Dark S01E09
MERTEN TREMER;TRUE;CG ARTISTS;Visual Effects;Dark S01E09
MICHAEL APLING;TRUE;OFFICE COORDINATOR;Special Effects;Dark S01E09
MICHAEL FECHNER;TRUE;PROP MASTERS;Property Department;Dark S01E09
MICHAEL FISCHER;TRUE;DRIVERS;Transportation Department;Dark S01E09
MICHAEL FISSNEIDER;TRUE;SET DESIGNERS;Art Department;Dark S01E09
MICHAEL HAUPT;TRUE;CG ARTISTS;Visual Effects;Dark S01E09
MICHAEL HUBER;TRUE;POSTPRODUCTION PRODUCER SOUND;Sound Department;Dark S01E09
MICHAEL MENDL;TRUE;BERND DOPPLER 1986;Cast;Dark S01E09
Michael Sorich;TRUE;Adaptors;Dubbing;Dark S01E09
MICHAEL STANCYCK;TRUE;FOLEY ARTIST;Sound Department;Dark S01E09
MICHAELA HAUPT;TRUE;ASSISTANT LOCATION MANAGERS;Location Managers;Dark S01E09
Michał Pyka;TRUE;TÅumacz;Dubbing;Dark S01E09
MICHÉLE TONTELING;TRUE;COSTUME TRAINEES;Costume and Wardrobe Department;Dark S01E09
MIKLAS WITTMANN;TRUE;DAILY DRIVERS;Transportation Department;Dark S01E09
MILENA PFLEIDERER;TRUE;DAILY MAKE-UP & HAIR;Makeup Department;Dark S01E09
MILIAN SYMANEK;TRUE;DIT / CAMERA ASSISTANT;Camera and Electrical Department;Dark S01E09
MIN TESCH;TRUE;SENIOR COMPOSITING ARTISTS;Visual Effects;Dark S01E09
MIRKO REICHWALD;TRUE;DAILY SET DEC DRIVERS;Transportation Department;Dark S01E09
MONA WIEMER;TRUE;VISUAL EFFECTS COORDINATORS;Visual Effects;Dark S01E09
MONIKA LIENIG;TRUE;DAILY MAKE-UP & HAIR;Makeup Department;Dark S01E09
MONIKA MUNNICH;TRUE;MAKE UP ARTIST;Makeup Department;Dark S01E09
MONIQUE POLLƒHNE;TRUE;VISUAL EFFECTS COORDINATORS;Visual Effects;Dark S01E09
MORITZ JAHN;TRUE;MAGNUS NIELSEN;Cast;Dark S01E09
MORITZ MELMS;TRUE;ASSISTANT SET MANAGERS;Production Department;Dark S01E09
MUN-JU KIM;TRUE;ASSISTANT PRODUCTION ACCOUNTANT;Production Finance and Accounting;Dark S01E09
NADINE REICHERT;TRUE;DAILY CAMERA ASSISTANTS;Camera and Electrical Department;Dark S01E09
Natalia Castellanos;TRUE;Claudia Tiedemann (1986);Voice Actors - Dubbing;Dark S01E09
NATALIE GUTTERIDGE;TRUE;BUSINESS AND LEGAL AFFAIRS;Legal Department;Dark S01E09
NELE TREBS;TRUE;KATHARINA NIELSEN 1986;Cast;Dark S01E09
NELE-TABEA REINEKE;TRUE;GRAPHIC ARTISTS;Art Department;Dark S01E09
NETFLIX;FALSE;PRESENTS;Production Companies;Dark S01E09
NETFLIX;FALSE;;Distributors;Dark S01E09
NICOLA GEBHARD;TRUE;SEAMSTRESS;Costume and Wardrobe Department;Dark S01E09
NICOLAS ROLKE;TRUE;COMPOSITORS;Visual Effects;Dark S01E09
NICOLE EMRICH;TRUE;SET DEC BUYERS;Art Department;Dark S01E09
NIKOLAUS SUMMERER;TRUE;DIRECTOR OF PHOTOGRAPHY;Cinematographers;Dark S01E09
NILS BRILLAT;TRUE;MOVE COORDINATORS;Additional Crew;Dark S01E09
NINA PUTZ;TRUE;SET DRESSERS;Art Department;Dark S01E09
NORA E. MARKWALD;TRUE;ASSISTANT PRODUCER;Producers;Dark S01E09
OLAF RICHTER;TRUE;DAILY ELECTRICIANS;Camera and Electrical Department;Dark S01E09
OLAF VON FRIDERICI;TRUE;CARPENTERS;Art Department;Dark S01E09
OLIVER HOLLSTEIN;TRUE;SET DEC DRIVERS;Transportation Department;Dark S01E09
OLIVER JOEST;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09
OLIVER KÜHNE;TRUE;ELECTRICIANS;Camera and Electrical Department;Dark S01E09
OLIVER MASUCCI;TRUE;ULRICH NIELSEN;Cast;Dark S01E09
Oscar Garcia;TRUE;Sound Mixers;Dubbing_Sound;Dark S01E09
PAOLA CORREA;TRUE;EXECUTIVE ASSISTANTS;Production Department;Dark S01E09
PARUL BANERJEE;TRUE;DAILY MAKE-UP & HAIR;Makeup Department;Dark S01E09
PASCAL XANDER;TRUE;CG ARTISTS;Visual Effects;Dark S01E09
Pasquale Anselmo;TRUE;Aleksander;Voice Actors - Dubbing;Dark S01E09
PATRICK GOETZ;TRUE;2ND UNIT 1ST ASSISTANTS CAMERA;Camera and Electrical Department;Dark S01E09
PATRICK WÄCHTER;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09
PAUL LUX;TRUE;BARTOSZ TIEDEMANN;Cast;Dark S01E09
PAYTRE TOPP;TRUE;BUSINESS AND LEGAL AFFAIRS;Legal Department;Dark S01E09
PETER BENEDICT;TRUE;ALEKSANDER TIEDEMANN;Cast;Dark S01E09
PETER FRITSCHER;TRUE;2ND UNIT GAFFERS;Camera and Electrical Department;Dark S01E09
PETER HOFMEISTER;TRUE;JUNIOR COMPOSITING ARTISTS;Visual Effects;Dark S01E09
PETER SCHNEIDER;TRUE;HELGE DOPPLER 1986;Cast;Dark S01E09
PETJA GOHR;TRUE;DAILY ELECTRICIANS;Camera and Electrical Department;Dark S01E09
PHILIP HAUCKE;TRUE;2ND UNIT DIRECTOR;Second Unit Directors or Assistant Directors;Dark S01E09
PHILIPP HOCH;TRUE;2ND UNIT 2ND ASSISTANTS CAMERA;Camera and Electrical Department;Dark S01E09
PHILIPP MEKUS;TRUE;COMPOSITORS;Visual Effects;Dark S01E09
PHILIPP RATH;TRUE;BEST BOY GRIP;Camera and Electrical Department;Dark S01E09
PRIYA SHORT;TRUE;SENIOR COMPOSITING ARTISTS;Visual Effects;Dark S01E09
QUIRIN BERG;TRUE;EXECUTIVE PRODUCERS;Producers;Dark S01E09
Rachele Paolelli;TRUE;Direzione del doppiaggio;Dubbing;Dark S01E09
BERND WILDAU;TRUE;SFX SET SUPERVISOR;Special Effects;Dark S01E09
RALF CHURFÜRST;TRUE;DAILY SET DRESSERS;Art Department;Dark S01E09
RALF PROKOPP;TRUE;DAILY ELECTRICIANS;Camera and Electrical Department;Dark S01E09
Raquel Marinho;TRUE;;Voice Actors - Dubbing;Dark S01E09
REBEKKA STANGE;TRUE;COSTUME ASSISTANTS;Costume and Wardrobe Department;Dark S01E09
REGINE OTTO-RODRIGUEZ;TRUE;PRODUCTION COORDINATOR;Production Department;Dark S01E09
Renata Villaça;TRUE;;Voice Actors - Dubbing;Dark S01E09
RENÉ GRASSER;TRUE;VISUAL EFFECTS PRODUCERS;Visual Effects;Dark S01E09
RENÉ JANICKE;TRUE;DRIVERS;Transportation Department;Dark S01E09
Rene Sagastume;TRUE;Bernd 53 / 86;Voice Actors - Dubbing;Dark S01E09
RICHARD MÜLLER;TRUE;DIT'S;Camera and Electrical Department;Dark S01E09
Richard Steinmetz;TRUE;Bernd Doppler (1986);Voice Actors - Dubbing;Dark S01E09
RIKE SINDLER;TRUE;JANA NIELSEN 1953;Cast;Dark S01E09
ROBERT RZESACZ;TRUE;EDITOR;Editors;Dark S01E09
Roberta Pellini;TRUE;Charlotte;Voice Actors - Dubbing;Dark S01E09
Robson Kumode;TRUE;;Voice Actors - Dubbing;Dark S01E09
ROCCO ARNOT;TRUE;2ND UNIT SET RUNNERS;Production Department;Dark S01E09
RON KLOBER;TRUE;2ND UNIT BOOM OPERATORS;Sound Department;Dark S01E09
RONNY SCHRÖDER;TRUE;2ND UNIT DAILY AD'S;Second Unit Directors or Assistant Directors;Dark S01E09
Rosana Stefanoni;TRUE;PrÃ©-mixagem;Dubbing_Sound;Dark S01E09
Sabrina Duranti;TRUE;Katharina;Voice Actors - Dubbing;Dark S01E09
Samira Fernandes;TRUE;Martha;Voice Actors - Dubbing;Dark S01E09
SAMIRA WOLF;TRUE;ASSISTANTS TO LINE PRODUCER;Production Department;Dark S01E09
SIEGFRIED OBLINGER;TRUE;TECHNICAL SUPERVISOR;Additional Crew;Dark S01E09
Santiago Maurig;TRUE;Aleksander 1986;Voice Actors - Dubbing;Dark S01E09
SARAH RÖNTGEN;TRUE;ASST. STAND-BY PROPS ON SET;Property Department;Dark S01E09
SASCHA SEEGER;TRUE;DAILY ELECTRICIANS;Camera and Electrical Department;Dark S01E09
SASKIA CAROLAN;TRUE;CG ARTISTS;Visual Effects;Dark S01E09
Sebastián Castro Saavedra;TRUE;Egon 1953;Voice Actors - Dubbing;Dark S01E09
SEBASTIAN ENNEN;TRUE;2ND UNIT DRIVERS;Transportation Department;Dark S01E09
SEBASTIAN HÜLK;TRUE;EGON TIEDEMANN 1953;Cast;Dark S01E09
SEBASTIAN LUCK;TRUE;MOVE COORDINATORS;Additional Crew;Dark S01E09
SEBASTIAN MIETZNER;TRUE;FLAME ARTISTS;Visual Effects;Dark S01E09
SEBASTIAN NOZON;TRUE;VISUAL EFFECTS COORDINATORS;Visual Effects;Dark S01E09
SEBASTIAN RUDOLPH;TRUE;MICHAEL KAHNWALD;Cast;Dark S01E09
Shani Atias;TRUE;Hannah Kahnwald (2019);Voice Actors - Dubbing;Dark S01E09
SHAY BEINWOLL;TRUE;2ND UNIT 2ND ASSISTANTS CAMERA;Camera and Electrical Department;Dark S01E09
SILKE ENGELHARDT;TRUE;2ND UNIT SCRIPT / CONTINUITY;Script and Continuity Department;Dark S01E09
Silvia Goiabeira;TRUE;;Voice Actors - Dubbing;Dark S01E09
SIMON ADEGBENRO;TRUE;2ND UNIT DAILY AD'S;Second Unit Directors or Assistant Directors;Dark S01E09
SIMON JOHANNES PETER;TRUE;DAILY 2ND UNIT SOUND MIXERS;Sound Department;Dark S01E09
SIMONE BAR;TRUE;CASTING BY;Casting Directors;Dark S01E09
Simone Veltroni;TRUE;Magnus;Voice Actors - Dubbing;Dark S01E09
SINFONIETTA CRACOVIA ORCHESTRA;FALSE;ORIGINAL SCORE PERFORMANCE BY;Music Department;Dark S01E09
SOFIE SCHERZ;TRUE;LINE PRODUCER;Production Managers;Dark S01E09
SOLON LUIGI;TRUE;SFX TECHNICIANS;Special Effects;Dark S01E09
SONJA ZOE SIMJONOVIC;TRUE;SCRIPT / CONTINUITY;Script and Continuity Department;Dark S01E09
SPREEKULISSEN;FALSE;CONSTRUCTION COMPANIES;Miscellaneous Companies;Dark S01E09
STEFAN BALTZ;TRUE;CAMERA TRAINEES;Camera and Electrical Department;Dark S01E09
STEFAN BURISCHEK;TRUE;SET DRESSERS;Art Department;Dark S01E09
STEFAN CLAUS HAUCK;TRUE;ART DIRECTOR;Art Directors;Dark S01E09
STEFAN ERHARD;TRUE;STILLS PHOTOGRAPHERS;Camera and Electrical Department;Dark S01E09
STEFAN SCHEURICH;TRUE;SET DEC BUYERS;Art Department;Dark S01E09
STEFAN TISCHNER;TRUE;VFX SUPERVISOR;Visual Effects;Dark S01E09
STEFANIE ÜBELHÖR;TRUE;ART DEPT. ASSISTANT;Art Department;Dark S01E09
Stefano Benassi;TRUE;Peter;Voice Actors - Dubbing;Dark S01E09
STEFFEN GREGOROWIUS;TRUE;ASSISTANT SET MANAGERS;Production Department;Dark S01E09
STEFFEN PAUL;TRUE;DIGITAL COLORISTS;Color Department;Dark S01E09
STEN MENDE;TRUE;2ND UNIT DOP'S;Cinematographers;Dark S01E09
STEPHAN KAMPWIRTH;TRUE;PETER DOPPLER;Cast;Dark S01E09
STEPHAN RYLL;TRUE;CROWD AD;Second Unit Directors or Assistant Directors;Dark S01E09
STEPHANIE AMARELL;TRUE;CHARLOTTE DOPPLER 1986;Cast;Dark S01E09
SVEN BUDELMANN;TRUE;EDITOR;Editors;Dark S01E09
SVEN HÜBNER;TRUE;SFX TECHNICIANS;Special Effects;Dark S01E09
SYLKA SCHÄDLICH;TRUE;DAILY COSTUMERS;Costume and Wardrobe Department;Dark S01E09
Sylvie ANDRÉ;TRUE;Adaptation;Dubbing;Dark S01E09
Tamar Pelzig;TRUE;Regina Tiedemann (1986);Voice Actors - Dubbing;Dark S01E09
TAMARA WEISS-MOHR;TRUE;HEAD OF ACCOUNTING;Production Finance and Accounting;Dark S01E09
Tanja Runk;TRUE;TraduÃ§Ã£o;Dubbing;Dark S01E09
Tata Guarnieri;TRUE;;Voice Actors - Dubbing;Dark S01E09
TATJA SEIBT;TRUE;JANA NIELSEN;Cast;Dark S01E09
RISE;FALSE;VISUAL EFFECTS SUPERVISOR;Special Effects Companies;Dark S01E09
Teresa Manresa;TRUE;KATHERINA;Voice Actors - Dubbing;Dark S01E09
SVEN PANNICKE;TRUE;VISUAL EFFECTS SUPERVISOR;Visual Effects;Dark S01E09
THERESE RÖDER;TRUE;DAILY COSTUMERS;Costume and Wardrobe Department;Dark S01E09
THOMAS DIESEL;TRUE;DAILY 2ND UNIT SOUND MIXERS;Sound Department;Dark S01E09
THOMAS KALBER;TRUE;PRODUCTION SOUND EDITOR;Sound Department;Dark S01E09
THOMAS SCHLEGEL;TRUE;PROP DRIVERS;Transportation Department;Dark S01E09
THOMAS TROCHA;TRUE;SFX TECHNICIANS;Special Effects;Dark S01E09
THOMAS WECKENMANN;TRUE;DATA IO;Editorial Department;Dark S01E09
THOMAS ZANDER;TRUE;SIGN LANGUAGE COACH;Additional Crew;Dark S01E09
THORSTEN GÄTZ;TRUE;CG ARTIST;Visual Effects;Dark S01E09
THORSTEN HINTZE;TRUE;SFX TECHNICIANS;Special Effects;Dark S01E09
TILMAN BÜTTNER;TRUE;2ND UNIT DOP'S;Cinematographers;Dark S01E09
TIM EMEIS;TRUE;COMPOSITING ARTISTS;Visual Effects;Dark S01E09
TIM LEMKE;TRUE;SET DEC DRIVERS;Transportation Department;Dark S01E09
TINA REXILIUS;TRUE;2ND AD'S;Second Unit Directors or Assistant Directors;Dark S01E09
TOBIAS SEMMELMANN;TRUE;VIDEO OPERATOR;Camera and Electrical Department;Dark S01E09
TOM KIRSTEN;TRUE;DAILY SET DEC DRIVERS;Transportation Department;Dark S01E09
TOM PHILIPP;TRUE;HELGE DOPPLER 1953;Cast;Dark S01E09
TOMOKO OKADA;TRUE;GRAPHIC ARTISTS;Art Department;Dark S01E09
TORSTEN HAUBOLD;TRUE;SET DRESSERS;Art Department;Dark S01E09
TORSTEN PATEROK;TRUE;2ND UNIT DRIVERS;Transportation Department;Dark S01E09
UDO KRAMER;TRUE;PRODUCTION DESIGNER;Production Designers;Dark S01E09
ULI PASSAUER;TRUE;DAILY STAND-BY PROPS ON SET;Property Department;Dark S01E09
UWE LEHMANN;TRUE;SFX TECHNICIANS;Special Effects;Dark S01E09
Vagner Fagundes;TRUE;;Voice Actors - Dubbing;Dark S01E09
VALENTIN SCHWEIGER;TRUE;DAILY CAMERA ASSISTANTS;Camera and Electrical Department;Dark S01E09
VALESKA SCHITTHELM;TRUE;DAILY MAKE-UP & HAIR;Makeup Department;Dark S01E09
VANESSA SCHREIBER;TRUE;2ND UNIT SCRIPT / CONTINUITY;Script and Continuity Department;Dark S01E09
VANESSA SCHREIBER;TRUE;DAILY AD'S;Second Unit Directors or Assistant Directors;Dark S01E09
Vanina PRADIER;TRUE;Katharina;Voice Actors - Dubbing;Dark S01E09
VERA ROTH;TRUE;DAILY PROP BUYERS;Art Department;Dark S01E09
VERA ROTH;TRUE;DAILY SET DEC BUYERS;Art Department;Dark S01E09
Veronica Puccio;TRUE;Martha;Voice Actors - Dubbing;Dark S01E09
VERONICA SANTOS RUIZ;TRUE;COSTUMER;Costume and Wardrobe Department;Dark S01E09
VICKY MÜLLER;TRUE;CAMERA TRAINEES;Camera and Electrical Department;Dark S01E09
VIKTORIA RUCKER;TRUE;VISUAL EFFECTS COORDINATORS;Visual Effects;Dark S01E09
VINCENT LANGER;TRUE;CG ARTISTS;Visual Effects;Dark S01E09
VOLKER HEISTERBERG;TRUE;FX ARTISTS;Visual Effects;Dark S01E09
VOLKER LANGHOLZ;TRUE;DAILY ELECTRICIANS;Camera and Electrical Department;Dark S01E09
VOLKER ZOBELT;TRUE;ASSISTANT LOCATION MANAGERS;Location Managers;Dark S01E09
VOLKHART BUFF;TRUE;STUNT COORDINATOR;Stunts;Dark S01E09
VSI Los Angeles;FALSE;Dubbing Studio;Miscellaneous Companies;Dark S01E09
VSI Paris – CHINKEL S.A.;FALSE;Dubbing Studio;Miscellaneous Companies;Dark S01E09
VSI Rome;FALSE;Dubbing Studio;Miscellaneous Companies;Dark S01E09
WALTER KREYE;TRUE;TRONTE NIELSEN;Cast;Dark S01E09
Wellington Lima;TRUE;Helge jovem;Voice Actors - Dubbing;Dark S01E09
Wersja polska — VSI & Master Film;FALSE;Dubbing Studio;Miscellaneous Companies;Dark S01E09
WIEBKE MADLOCH;TRUE;DAILY MAKE-UP & HAIR;Makeup Department;Dark S01E09
WIEDEMANN & BERG;FALSE;;Production Companies;Dark S01E09
WIEDEMANN & BERG TELEVISION;FALSE;A...PRODUCTION;Production Companies;Dark S01E09
WIEDEMANN & BERG TELEVISION;FALSE;;Production Companies;Dark S01E09
WOLFGANG WREDE;TRUE;HOD PAINTER;Art Department;Dark S01E09
WOLFI MÜLLER;TRUE;FOLEY EDITOR;Sound Department;Dark S01E09
Yann GUILLEMOT;TRUE;Ulrich;Voice Actors - Dubbing;Dark S01E09
YOSHUA BERKOWITZ;TRUE;B-CAMERA / STEADICAM OPERATOR;Camera and Electrical Department;Dark S01E09
YOU-JIN SEO;TRUE;DAILY COSTUMERS;Costume and Wardrobe Department;Dark S01E09
YOUNES LABDI;TRUE;DAILY CAMERA ASSISTANTS;Camera and Electrical Department;Dark S01E09
YVES BOCZEK;TRUE;STORE MANAGER;Art Department;Dark S01E09
YVONNE GEILER;TRUE;1ST ASSISTANT B-CAMERA;Camera and Electrical Department;Dark S01E09
ZWI ZAUSCH;TRUE;ASSISTANT EDITORS;Editorial Department;Dark S01E09
"""TOTE"" MARTÍN BARBA MARTÍNEZ";TRUE;TÃ©cnicos FX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03
AARÓN SABURIDO REPRESA;TRUE;ProducciÃ³n;Production Department;El desorden que dejas S01E03
ABRIL ZAMORA;TRUE;;Cast;El desorden que dejas S01E03
Adolfo Domínguez;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03
Agata Dąbrowska;TRUE;Koordynacja projektu;Dubbing;El desorden que dejas S01E03
Ak'la Kara Stüdyolar?;FALSE;StÃ¼dyo;Miscellaneous Companies;El desorden que dejas S01E03
ALBA AGUIAR RODRÍGUEZ;TRUE;Ayudantes de Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03
ALBERT MARTÍNEZ ADELL;TRUE;Coordinador SFX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03
ALBERTE VÁZQUEZ;TRUE;Foquista A;Camera and Electrical Department;El desorden que dejas S01E03
ALBERTO DA SINDA;TRUE;;Cast;El desorden que dejas S01E03
ALBERTO MEDEIROS;TRUE;;Cast;El desorden que dejas S01E03
ALBERTO REGUEIRA FUERTES;TRUE;ProducciÃ³n;Production Department;El desorden que dejas S01E03
ALBERTO SÁNCHEZ;TRUE;DiseÃ±o;Visual Effects;El desorden que dejas S01E03
ALEJANDRA LOISEAU;TRUE;Directora de Arte;Art Directors;El desorden que dejas S01E03
ALEJANDRO DA SILVA;TRUE;;Cast;El desorden que dejas S01E03
Alejandro López;TRUE;CortesÃ­a de;Soundtrack;El desorden que dejas S01E03
Alejandro López;TRUE;Escrito;Soundtrack;El desorden que dejas S01E03
Alejandro López;TRUE;Interpretado por;Soundtrack;El desorden que dejas S01E03
Alejandro López;TRUE;Interpretado por;Soundtrack;El desorden que dejas S01E03
ALEJANDRO LÓPEZ;TRUE;Montaje y Mezclas;Sound Department;El desorden que dejas S01E03
ALEJANDRO QUEIRO;TRUE;Contable;Production Finance and Accounting;El desorden que dejas S01E03
Alessandro Budroni;TRUE;Demetrio;Voice Actors - Dubbing;El desorden que dejas S01E03
Alessio Nissolino;TRUE;Iago;Voice Actors - Dubbing;El desorden que dejas S01E03
ÁLEX ANDRÉS PELAEZ;TRUE;TÃ©cnicos FX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03
Alex B. Kim;TRUE;Assistant Director;Dubbing;El desorden que dejas S01E03
Alexander Gaida;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
ALEXANDRA FERNANDEZ;TRUE;Ambientadora;Set Decorators;El desorden que dejas S01E03
ALFONSIN DIGITAL LAB;FALSE;Discos Duros y Back Up;Miscellaneous Companies;El desorden que dejas S01E03
ALFONSO AGRA;TRUE;;Cast;El desorden que dejas S01E03
ALFONSO AGRA;TRUE;;Cast;El desorden que dejas S01E03
"ALFREDO ARCOS ""UNCHI""";TRUE;Jefe de Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03
Ali Hocaoğlu;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
Alice Bauer;TRUE;Nerea;Voice Actors - Dubbing;El desorden que dejas S01E03
ALICIA OURO;TRUE;Meritorias de ProducciÃ³n;Production Department;El desorden que dejas S01E03
ÁLVARO GARCÍA;TRUE;Data Management;Editorial Department;El desorden que dejas S01E03
ÁLVARO VEIGA;TRUE;Meritorios de DirecciÃ³n;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03
Amadeus Strobl;TRUE;Iago;Voice Actors - Dubbing;El desorden que dejas S01E03
Amber Brooke;TRUE;Nerea;Voice Actors - Dubbing;El desorden que dejas S01E03
ANA ALDREY;TRUE;ElÃ©ctricos;Camera and Electrical Department;El desorden que dejas S01E03
ANA ÁLVAREZ;TRUE;Atrecistas de Rodaje;Art Department;El desorden que dejas S01E03
Ana Elena;TRUE;Nerea;Voice Actors - Dubbing;El desorden que dejas S01E03
ANA SÁNCHEZ;TRUE;Ayudante de DecoraciÃ³n;Art Department;El desorden que dejas S01E03
ANA SÁNCHEZ;TRUE;;Cast;El desorden que dejas S01E03
ANA SANTOS;TRUE;;Cast;El desorden que dejas S01E03
ANA TRIÑANES;TRUE;LingÃ¼ista;Additional Crew;El desorden que dejas S01E03
ANDREA LAGE;TRUE;Meritorias de Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03
Andrea Lavagnino;TRUE;Mauro;Voice Actors - Dubbing;El desorden que dejas S01E03
ANDREA PENA;TRUE;Auxiliares de ProducciÃ³n;Production Department;El desorden que dejas S01E03
ANDRÉS LOPETEGUI;TRUE;Color;Color Department;El desorden que dejas S01E03
Andrés Machado;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03
ANDRÉS NADAL;TRUE;Localizadores;Location Managers;El desorden que dejas S01E03
ANDRÉS SEIJO;TRUE;Ayudantes de ProducciÃ³n;Production Department;El desorden que dejas S01E03
ANNA HARRINGTON;TRUE;Montadora de DiÃ¡logos;Sound Department;El desorden que dejas S01E03
Anni C. Salander;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
Annika Tenter;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
ANTÓN PENA AUGE;TRUE;Atrecistas de Avance;Art Department;El desorden que dejas S01E03
ANTONIO LABANDEIRA;TRUE;ProducciÃ³n;Production Department;El desorden que dejas S01E03
ANTONIO MOURELOS;TRUE;Coach;Additional Crew;El desorden que dejas S01E03
ANXO OUTUMURO;TRUE;;Cast;El desorden que dejas S01E03
ANXO RIVERA;TRUE;Especialistas;Stunts;El desorden que dejas S01E03
AON;FALSE;Seguro de Rodaje;Miscellaneous Companies;El desorden que dejas S01E03
Armin Schlagwein;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
ARÓN PIPER;TRUE;;Cast;El desorden que dejas S01E03
ARÓN PIPER;TRUE;;Cast;El desorden que dejas S01E03
ASESORÍA CRISTINA MARTÍNEZ;FALSE;AsesorÃ­a;Miscellaneous Companies;El desorden que dejas S01E03
ASÍS GÓMEZ;TRUE;Artistas VFX;Visual Effects;El desorden que dejas S01E03
ASOCIACIÓN RETO;FALSE;Alquiler Mobiliario y AmbientaciÃ³n;Miscellaneous Companies;El desorden que dejas S01E03
Aspronaga;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03
ASTRID MAYOR RAMIS;TRUE;Grafismo;Visual Effects;El desorden que dejas S01E03
Ataúdes Gallego;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03
Audio Corp;FALSE;EstÃºdio;Miscellaneous Companies;El desorden que dejas S01E03
Augas de Galicia;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03
Austin Snyder;TRUE;Project Manager;Dubbing;El desorden que dejas S01E03
AUTOCASIÓN NOROESTE;FALSE;Alquiler VehÃ­culos;Miscellaneous Companies;El desorden que dejas S01E03
Autoridad Portuaria de A Coruña;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03
AUTOS BREA;FALSE;Alquiler VehÃ­culos;Miscellaneous Companies;El desorden que dejas S01E03
AXEL FERNÁNDEZ;TRUE;;Cast;El desorden que dejas S01E03
BANALE;FALSE;Material de ProducciÃ³n;Miscellaneous Companies;El desorden que dejas S01E03
BÁRBARA LENNIE;TRUE;;Cast;El desorden que dejas S01E03
BÁRBARA LENNIE;TRUE;;Cast;El desorden que dejas S01E03
Barış Ünsal;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
BEA VEIGA;TRUE;Especialistas;Stunts;El desorden que dejas S01E03
BEATRIZ ANTELO;TRUE;Maquillaje y PeluquerÃ­a;Makeup Department;El desorden que dejas S01E03
BEATRIZ SERÉN;TRUE;;Cast;El desorden que dejas S01E03
BENI;TRUE;Arte;Art Department;El desorden que dejas S01E03
Benjamin Lhommas;TRUE;German;Voice Actors - Dubbing;El desorden que dejas S01E03
BERNARDINO IGLESIAS;TRUE;Arte;Art Department;El desorden que dejas S01E03
Bernhard Völger;TRUE;Demetrio;Voice Actors - Dubbing;El desorden que dejas S01E03
BERTHA HOGAR;FALSE;Compras Mobiliario y AmbientaciÃ³n;Miscellaneous Companies;El desorden que dejas S01E03
Betty Förster;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03
