nome;is_person;role_detail;role_group;numero_episodio;imdb_nconst_88;nome_corretto_imdb_88;imdb_action_88;imdb_nconst_90;nome_corretto_imdb_90;imdb_action_90;imdb_nconst_92;nome_corretto_imdb_92;imdb_action_92;imdb_nconst_94;nome_corretto_imdb_94;imdb_action_94;imdb_nconst_96;nome_corretto_imdb_96;imdb_action_96;imdb_nconst_98;nome_corretto_imdb_98;imdb_action_98;imdb_nconst_99;nome_corretto_imdb_99;imdb_action_99;HUMAN nome imdb corretto;HUMAN codice imdb corretto
FRANCE 3 CINÉMA;FALSE;;Production Companies;Amelie;;;;;;;;;;;;;;;;;;;;;;;
LINSON FILMS;FALSE;A ... Production;Production Companies;Fight Club;;;;;;;;;;;;;;;;;;;;;;;
MMC Independent GmbH;FALSE;;Production Companies;Amelie;;;;;;;;;;;;;;;;;;;;;;;
JANUS FILMS;FALSE;;Production Companies;8 1-2;;;;;;;;;;;;;;;;;;;;;;;
LA CINQ;FALSE;ET DE;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
Titanus;FALSE;PRODUZIONE ESEGUITA NEGLI STABILIMENTI;Production Companies;8 1-2;;;;;;;;;;;;;;;;;;;;;;;
LYNCH/FROST PRODUCTIONS;FALSE;;Production Companies;Twin Peaks S01E03;;;;;;;;;;;;;;;;;;;;;;;
MESA PRODUCTIONS;FALSE;présente;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
BANCA POPOLARE DI VICENZA;FALSE;in associazione con;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
Banca Popolare di Vicenza;FALSE;con il contributo di;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
DUNE;FALSE;©;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
PROPAGANDA FILMS;FALSE;In association with;Production Companies;Twin Peaks S01E03;;;;;;;;;;;;;;;;;;;;;;;
DUNE;FALSE;une co-production;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
E.C. Télévision Paris;FALSE;©;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
FRANCE 2;FALSE;©;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
RTBF;FALSE;©;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
PATHÉ;FALSE;in coproduzione con;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
INDIGO FILM;FALSE;una produzione;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
Direzione Generale per il Cinema;FALSE;con il contributo del;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
TELEVISION SUISSE ROMANDE;FALSE;une co-production;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
RTBF;FALSE;une co-production;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
Biscottificio Verona S.r.l.;FALSE;in associazione con;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
20th CENTURY FOX;FALSE;;Production Companies;Fight Club;;;;;;;;;;;;;;;;;;;;;;;
ANTENNE 2;FALSE;AVEC LA PARTICIPATION DE;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
BBC;FALSE;A Co-Production;Production Companies;Planet Earth S01E10;;;;;;;;;;;;;;;;;;;;;;;
HOME BOX OFFICE, INC.;FALSE;Copyright Â© 2019;Production Companies;Chernobyl S01E01;;;;;;;;;;;;;;;;;;;;;;;
Programma MEDIA della Comunità Europea;FALSE;sviluppata con il sostegno del;Production Companies;La grande bellezza;;;;;;;;;;;;;;;;;;;;;;;
THIS IS THAT;FALSE;in association with;Production Companies;Eternal Sunshine of the Spotless Mind;;;;;;;;;;;;;;;;;;;;;;;
Télévision Suisse Romande;FALSE;©;Production Companies;Maigret S03E01;;;;;;;;;;;;;;;;;;;;;;;
Discovery Channel;FALSE;A Co-Production;Production Companies;Planet Earth S01E10;;;;;;;;;;;;;;;;;;;;;;;
Roland Hilgartner;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10;nm3896250;Roland Hilgartner;A;nm3896250;Roland Hilgartner;A;nm3896250;Roland Hilgartner;A;nm3896250;Roland Hilgartner;A;nm3896250;Roland Hilgartner;A;nm3896250;Roland Hilgartner;A;nm3896250;Roland Hilgartner;A;;
NILS BRILLAT;TRUE;MOVE COORDINATORS;Additional Crew;Dark S01E09;nm4964049;Nils Brillat;A;nm4964049;Nils Brillat;A;nm4964049;Nils Brillat;A;nm4964049;Nils Brillat;A;nm4964049;Nils Brillat;A;nm4964049;Nils Brillat;A;nm4964049;Nils Brillat;A;;
RANDY CARTER;TRUE;Philippine Casting;Casting Department;Apocalypse Now;;RANDY CARTER;X;;RANDY CARTER;X;;RANDY CARTER;X;;RANDY CARTER;X;;RANDY CARTER;X;;RANDY CARTER;X;;RANDY CARTER;X;;
NINA PUTZ;TRUE;SET DRESSERS;Art Department;Dark S01E09;nm7880209;Nina Putz;A;nm7880209;Nina Putz;A;nm7880209;Nina Putz;A;nm7880209;Nina Putz;A;nm7880209;Nina Putz;A;nm7880209;Nina Putz;A;nm7880209;Nina Putz;A;;
David Weir;TRUE;First Assistant;Second Unit Directors or Assistant Directors;Prime Suspect S01E01;;David Weir;X;;David Weir;X;;David Weir;X;;David Weir;X;;David Weir;X;;David Weir;X;;David Weir;X;;
NINO CELESTE;TRUE;direttore della fotografia;Cinematographers;La piovra S01E02;nm7898143;Nini Celeste;M;nm7898143;Nini Celeste;M;nm7898143;Nini Celeste;M;;NINO CELESTE;X;;NINO CELESTE;X;;NINO CELESTE;X;;NINO CELESTE;X;Sebastiano Celeste;nm0148018
NINO ROTA;TRUE;MUSICA;Composers;8 1-2;;NINO ROTA;X;;NINO ROTA;X;;NINO ROTA;X;;NINO ROTA;X;;NINO ROTA;X;;NINO ROTA;X;;NINO ROTA;X;;
NOA GARCÍA;TRUE;Meritorias de ProducciÃ³n;Production Department;El desorden que dejas S01E03;;NOA GARCÍA;X;;NOA GARCÍA;X;;NOA GARCÍA;X;;NOA GARCÍA;X;;NOA GARCÍA;X;;NOA GARCÍA;X;;NOA GARCÍA;X;;
NOA RODRÍGUEZ;TRUE;DiseÃ±o;Visual Effects;El desorden que dejas S01E03;nm12492004;Noa Rodríguez;A;nm12492004;Noa Rodríguez;A;nm12492004;Noa Rodríguez;A;nm12492004;Noa Rodríguez;A;nm12492004;Noa Rodríguez;A;nm12492004;Noa Rodríguez;A;nm12492004;Noa Rodríguez;A;;
BRIAN CANTALDI;TRUE;first assistant accountant;Production Finance and Accounting;Eternal Sunshine of the Spotless Mind;nm0134470;Brian Cantaldi;A;nm0134470;Brian Cantaldi;A;nm0134470;Brian Cantaldi;A;nm0134470;Brian Cantaldi;A;nm0134470;Brian Cantaldi;A;nm0134470;Brian Cantaldi;A;nm0134470;Brian Cantaldi;A;;
Noah Hubbell;TRUE;Editor;Dubbing;El desorden que dejas S01E03;;Noah Hubbell;X;;Noah Hubbell;X;;Noah Hubbell;X;;Noah Hubbell;X;;Noah Hubbell;X;;Noah Hubbell;X;;Noah Hubbell;X;;
NOBLE FRANKLAND;TRUE;Historical Adviser;Additional Crew;The World At War S01E03;nm0291327;Noble Frankland;A;nm0291327;Noble Frankland;A;nm0291327;Noble Frankland;A;nm0291327;Noble Frankland;A;nm0291327;Noble Frankland;A;nm0291327;Noble Frankland;A;nm0291327;Noble Frankland;A;;
Noël Chainbaux;TRUE;;Special Effects;Amelie;nm1052267;Noel Chainbaux;A;nm1052267;Noel Chainbaux;A;nm1052267;Noel Chainbaux;A;nm1052267;Noel Chainbaux;A;nm1052267;Noel Chainbaux;A;nm1052267;Noel Chainbaux;A;nm1052267;Noel Chainbaux;A;;
NOELIA ARCAY;TRUE;Ayudante de PeluquerÃ­a;Makeup Department;El desorden que dejas S01E03;nm2891789;Noelia Arcay;A;nm2891789;Noelia Arcay;A;nm2891789;Noelia Arcay;A;nm2891789;Noelia Arcay;A;nm2891789;Noelia Arcay;A;nm2891789;Noelia Arcay;A;nm2891789;Noelia Arcay;A;;
NOELIA RODRÍGUEZ COSTA;TRUE;ProducciÃ³n;Production Department;El desorden que dejas S01E03;;NOELIA RODRÍGUEZ COSTA;X;;NOELIA RODRÍGUEZ COSTA;X;;NOELIA RODRÍGUEZ COSTA;X;;NOELIA RODRÍGUEZ COSTA;X;;NOELIA RODRÍGUEZ COSTA;X;;NOELIA RODRÍGUEZ COSTA;X;;NOELIA RODRÍGUEZ COSTA;X;;
NOEMÍ BLANCO;TRUE;;Cast;El desorden que dejas S01E03;;NOEMÍ BLANCO;X;;NOEMÍ BLANCO;X;;NOEMÍ BLANCO;X;;NOEMÍ BLANCO;X;;NOEMÍ BLANCO;X;;NOEMÍ BLANCO;X;;NOEMÍ BLANCO;X;;
CARLOS GUERRA;TRUE;first assistant camera;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;CARLOS GUERRA;X;;CARLOS GUERRA;X;;CARLOS GUERRA;X;;CARLOS GUERRA;X;;CARLOS GUERRA;X;;CARLOS GUERRA;X;;CARLOS GUERRA;X;;
NORIKO WATANABE;TRUE;hair and makeup for ms. winslet;Makeup Department;Eternal Sunshine of the Spotless Mind;nm0913847;Noriko Watanabe;A;nm0913847;Noriko Watanabe;A;nm0913847;Noriko Watanabe;A;nm0913847;Noriko Watanabe;A;nm0913847;Noriko Watanabe;A;nm0913847;Noriko Watanabe;A;nm0913847;Noriko Watanabe;A;;
NORMAN BURZA;TRUE;Costumers;Costume and Wardrobe Department;Apocalypse Now;nm0123852;Norman A. Burza;M;nm0123852;Norman A. Burza;M;nm0123852;Norman A. Burza;M;;NORMAN BURZA;X;;NORMAN BURZA;X;;NORMAN BURZA;X;;NORMAN BURZA;X;;
NORMAN WEBSTER;TRUE;Production Accountant;Production Finance and Accounting;Apocalypse Now;nm0916982;Norman Webster;A;nm0916982;Norman Webster;A;nm0916982;Norman Webster;A;nm0916982;Norman Webster;A;nm0916982;Norman Webster;A;nm0916982;Norman Webster;A;nm0916982;Norman Webster;A;;
NOWELL B. GROSSMAN;TRUE;Production Controller;Production Finance and Accounting;Twin Peaks S01E03;nm0343695;Nowell Grossman;M;nm0343695;Nowell Grossman;M;nm0343695;Nowell Grossman;M;nm0343695;Nowell Grossman;M;;NOWELL B. GROSSMAN;X;;NOWELL B. GROSSMAN;X;;NOWELL B. GROSSMAN;X;;
NURIA MATEOS;TRUE;ProducciÃ³n;Visual Effects;El desorden que dejas S01E03;;NURIA MATEOS;X;;NURIA MATEOS;X;;NURIA MATEOS;X;;NURIA MATEOS;X;;NURIA MATEOS;X;;NURIA MATEOS;X;;NURIA MATEOS;X;;
NURIA MONTERO;TRUE;;Cast;El desorden que dejas S01E03;nm12138737;Nuria Montero;A;nm12138737;Nuria Montero;A;nm12138737;Nuria Montero;A;nm12138737;Nuria Montero;A;nm12138737;Nuria Montero;A;nm12138737;Nuria Montero;A;nm12138737;Nuria Montero;A;;
NYLE STEINER;TRUE;Synthesists;Music Department;Apocalypse Now;nm0825979;Nyle Steiner;A;nm0825979;Nyle Steiner;A;nm0825979;Nyle Steiner;A;nm0825979;Nyle Steiner;A;nm0825979;Nyle Steiner;A;nm0825979;Nyle Steiner;A;nm0825979;Nyle Steiner;A;;
Odette Adamski;TRUE;Produzione Babe Films;Additional Crew;La grande bellezza;nm6181368;Odette Adamski;A;nm6181368;Odette Adamski;A;nm6181368;Odette Adamski;A;nm6181368;Odette Adamski;A;nm6181368;Odette Adamski;A;nm6181368;Odette Adamski;A;nm6181368;Odette Adamski;A;;
ODILE DICKS-MIREAUX;TRUE;Costume Designer;Costume Designers;Chernobyl S01E01;nm0225606;Odile Dicks-Mireaux;A;nm0225606;Odile Dicks-Mireaux;A;nm0225606;Odile Dicks-Mireaux;A;nm0225606;Odile Dicks-Mireaux;A;nm0225606;Odile Dicks-Mireaux;A;nm0225606;Odile Dicks-Mireaux;A;nm0225606;Odile Dicks-Mireaux;A;;
Oğuz Toydemir;TRUE;;Voice Actors - Dubbing;El desorden que dejas S01E03;;Oğuz Toydemir;X;;Oğuz Toydemir;X;;Oğuz Toydemir;X;;Oğuz Toydemir;X;;Oğuz Toydemir;X;;Oğuz Toydemir;X;;Oğuz Toydemir;X;;
OKOWITA;TRUE;Art Director;Art Directors;Twin Peaks S01E03;nm0645698;Okowita;A;nm0645698;Okowita;A;nm0645698;Okowita;A;nm0645698;Okowita;A;nm0645698;Okowita;A;nm0645698;Okowita;A;nm0645698;Okowita;A;;
OLAF RICHTER;TRUE;DAILY ELECTRICIANS;Camera and Electrical Department;Dark S01E09;nm0725326;Olaf Richter;A;nm0725326;Olaf Richter;A;nm0725326;Olaf Richter;A;nm0725326;Olaf Richter;A;nm0725326;Olaf Richter;A;nm0725326;Olaf Richter;A;nm0725326;Olaf Richter;A;;
OLAF VON FRIDERICI;TRUE;CARPENTERS;Art Department;Dark S01E09;nm8654355;Olaf von Friderici;A;nm8654355;Olaf von Friderici;A;nm8654355;Olaf von Friderici;A;nm8654355;Olaf von Friderici;A;nm8654355;Olaf von Friderici;A;nm8654355;Olaf von Friderici;A;nm8654355;Olaf von Friderici;A;;
OLALLA TESOURO;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;nm5649260;Olalla Tesouro;A;nm5649260;Olalla Tesouro;A;nm5649260;Olalla Tesouro;A;nm5649260;Olalla Tesouro;A;nm5649260;Olalla Tesouro;A;nm5649260;Olalla Tesouro;A;nm5649260;Olalla Tesouro;A;;
OLEG BUBLYK;TRUE;2nd Unit Best Boy;Camera and Electrical Department;Chernobyl S01E01;nm6034213;Oleg Bublik;M;nm6034213;Oleg Bublik;M;;OLEG BUBLYK;X;;OLEG BUBLYK;X;;OLEG BUBLYK;X;;OLEG BUBLYK;X;;OLEG BUBLYK;X;;
OLEG PILNIK;TRUE;Location Art Directors;Art Department;Chernobyl S01E01;nm6037044;Oleg Pilnik;A;nm6037044;Oleg Pilnik;A;nm6037044;Oleg Pilnik;A;nm6037044;Oleg Pilnik;A;nm6037044;Oleg Pilnik;A;nm6037044;Oleg Pilnik;A;nm6037044;Oleg Pilnik;A;;
OLEG POLOZKOV;TRUE;Best Boy;Camera and Electrical Department;Chernobyl S01E01;nm2476048;Oleg Polozkov;A;nm2476048;Oleg Polozkov;A;nm2476048;Oleg Polozkov;A;nm2476048;Oleg Polozkov;A;nm2476048;Oleg Polozkov;A;nm2476048;Oleg Polozkov;A;nm2476048;Oleg Polozkov;A;;
JOHN CONNOR;TRUE;First Assistant Camera;Camera and Electrical Department;Fight Club;;JOHN CONNOR;X;;JOHN CONNOR;X;;JOHN CONNOR;X;;JOHN CONNOR;X;;JOHN CONNOR;X;;JOHN CONNOR;X;;JOHN CONNOR;X;;
OLGA AVRAHOVA;TRUE;Production Coordinator;Production Department;Chernobyl S01E01;nm6024926;Olga Avrahova;A;nm6024926;Olga Avrahova;A;nm6024926;Olga Avrahova;A;nm6024926;Olga Avrahova;A;nm6024926;Olga Avrahova;A;nm6024926;Olga Avrahova;A;nm6024926;Olga Avrahova;A;;
OLGA GAPOCHENKO;TRUE;Head of Finance;Production Finance and Accounting;Chernobyl S01E01;;OLGA GAPOCHENKO;X;;OLGA GAPOCHENKO;X;;OLGA GAPOCHENKO;X;;OLGA GAPOCHENKO;X;;OLGA GAPOCHENKO;X;;OLGA GAPOCHENKO;X;;OLGA GAPOCHENKO;X;;
OLGA KASHIRINA;TRUE;Line Producers;Producers;Chernobyl S01E01;nm3349220;Olga Kashirina;A;nm3349220;Olga Kashirina;A;nm3349220;Olga Kashirina;A;nm3349220;Olga Kashirina;A;nm3349220;Olga Kashirina;A;nm3349220;Olga Kashirina;A;nm3349220;Olga Kashirina;A;;
OLGA LAVRIK;TRUE;Lawyer;Legal Department;Chernobyl S01E01;;OLGA LAVRIK;X;;OLGA LAVRIK;X;;OLGA LAVRIK;X;;OLGA LAVRIK;X;;OLGA LAVRIK;X;;OLGA LAVRIK;X;;OLGA LAVRIK;X;;
JULIAN WHATLEY;TRUE;First Assistant Camera;Camera and Electrical Department;Se7en;nm0923620;Julian Whatley;A;nm0923620;Julian Whatley;A;nm0923620;Julian Whatley;A;nm0923620;Julian Whatley;A;nm0923620;Julian Whatley;A;nm0923620;Julian Whatley;A;nm0923620;Julian Whatley;A;;
OLGA PAIS;TRUE;Ayudante de RegidurÃ­a;Art Department;El desorden que dejas S01E03;nm11383848;Olga Pais;A;nm11383848;Olga Pais;A;nm11383848;Olga Pais;A;nm11383848;Olga Pais;A;nm11383848;Olga Pais;A;nm11383848;Olga Pais;A;nm11383848;Olga Pais;A;;
OLIVER HOLLSTEIN;TRUE;SET DEC DRIVERS;Transportation Department;Dark S01E09;nm7380286;Oliver Hollstein;A;nm7380286;Oliver Hollstein;A;nm7380286;Oliver Hollstein;A;nm7380286;Oliver Hollstein;A;nm7380286;Oliver Hollstein;A;nm7380286;Oliver Hollstein;A;nm7380286;Oliver Hollstein;A;;
OLIVER JOEST;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09;nm4844277;Oliver Joest;A;nm4844277;Oliver Joest;A;nm4844277;Oliver Joest;A;nm4844277;Oliver Joest;A;nm4844277;Oliver Joest;A;nm4844277;Oliver Joest;A;nm4844277;Oliver Joest;A;;
OLIVER KÜHNE;TRUE;ELECTRICIANS;Camera and Electrical Department;Dark S01E09;nm0478156;Oliver Kühne;A;nm0478156;Oliver Kühne;A;nm0478156;Oliver Kühne;A;nm0478156;Oliver Kühne;A;nm0478156;Oliver Kühne;A;nm0478156;Oliver Kühne;A;nm0478156;Oliver Kühne;A;;
OLIVER MASUCCI;TRUE;ULRICH NIELSEN;Cast;Dark S01E09;nm0557908;Oliver Masucci;A;nm0557908;Oliver Masucci;A;nm0557908;Oliver Masucci;A;nm0557908;Oliver Masucci;A;nm0557908;Oliver Masucci;A;nm0557908;Oliver Masucci;A;nm0557908;Oliver Masucci;A;;
Oliver Siebeck;TRUE;Mauro;Voice Actors - Dubbing;El desorden que dejas S01E03;nm2099677;Oliver Siebeck;A;nm2099677;Oliver Siebeck;A;nm2099677;Oliver Siebeck;A;nm2099677;Oliver Siebeck;A;nm2099677;Oliver Siebeck;A;nm2099677;Oliver Siebeck;A;nm2099677;Oliver Siebeck;A;;
Olivia Baptista;TRUE;Raquel;Voice Actors - Dubbing;El desorden que dejas S01E03;;Olivia Baptista;X;;Olivia Baptista;X;;Olivia Baptista;X;;Olivia Baptista;X;;Olivia Baptista;X;;Olivia Baptista;X;;Olivia Baptista;X;;
OLIVIER CAUWET;TRUE;Digital Artists;Visual Effects;Fight Club;nm0146654;Olivier Cauwet;A;nm0146654;Olivier Cauwet;A;nm0146654;Olivier Cauwet;A;nm0146654;Olivier Cauwet;A;nm0146654;Olivier Cauwet;A;nm0146654;Olivier Cauwet;A;nm0146654;Olivier Cauwet;A;;
Olivier Cazzitti;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie;nm1220437;Olivier Cazzitti;A;nm1220437;Olivier Cazzitti;A;nm1220437;Olivier Cazzitti;A;nm1220437;Olivier Cazzitti;A;nm1220437;Olivier Cazzitti;A;nm1220437;Olivier Cazzitti;A;nm1220437;Olivier Cazzitti;A;;
Olivier Chalifour;TRUE;Stagiaire;Art Department;Amelie;nm3457715;Olivier Chalier;M;;Olivier Chalifour;X;;Olivier Chalifour;X;;Olivier Chalifour;X;;Olivier Chalifour;X;;Olivier Chalifour;X;;Olivier Chalifour;X;Assente;
Olivier Cottet-Puinel;TRUE;Produzione PathÃ©;Additional Crew;La grande bellezza;nm7849220;Olivier Cottet-Puinel;A;nm7849220;Olivier Cottet-Puinel;A;nm7849220;Olivier Cottet-Puinel;A;nm7849220;Olivier Cottet-Puinel;A;nm7849220;Olivier Cottet-Puinel;A;nm7849220;Olivier Cottet-Puinel;A;nm7849220;Olivier Cottet-Puinel;A;;
Olivier Delpy;TRUE;Menuisiers;Art Department;Amelie;nm1222601;Olivier Delpy;A;nm1222601;Olivier Delpy;A;nm1222601;Olivier Delpy;A;nm1222601;Olivier Delpy;A;nm1222601;Olivier Delpy;A;nm1222601;Olivier Delpy;A;nm1222601;Olivier Delpy;A;;
Olivier Gleyze;TRUE;;Special Effects;Amelie;nm0322736;Olivier Gleyze;A;nm0322736;Olivier Gleyze;A;nm0322736;Olivier Gleyze;A;nm0322736;Olivier Gleyze;A;nm0322736;Olivier Gleyze;A;nm0322736;Olivier Gleyze;A;nm0322736;Olivier Gleyze;A;;
MICHAEL ALAN KAHN;TRUE;First Assistant Director;Second Unit Directors or Assistant Directors;Se7en;nm0434884;Michael Alan Kahn;A;nm0434884;Michael Alan Kahn;A;nm0434884;Michael Alan Kahn;A;nm0434884;Michael Alan Kahn;A;nm0434884;Michael Alan Kahn;A;nm0434884;Michael Alan Kahn;A;nm0434884;Michael Alan Kahn;A;;
Olivier Revillon;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie;nm1221632;Olivier Revillon;A;nm1221632;Olivier Revillon;A;nm1221632;Olivier Revillon;A;nm1221632;Olivier Revillon;A;nm1221632;Olivier Revillon;A;nm1221632;Olivier Revillon;A;nm1221632;Olivier Revillon;A;;
Olivier Tubach;TRUE;Recherche et dÃ©veloppement;Visual Effects;Amelie;nm0875603;Olivier Tubach;A;nm0875603;Olivier Tubach;A;nm0875603;Olivier Tubach;A;nm0875603;Olivier Tubach;A;nm0875603;Olivier Tubach;A;nm0875603;Olivier Tubach;A;nm0875603;Olivier Tubach;A;;
OLYA KOSENKO;TRUE;Unit Production Managers;Production Managers;Chernobyl S01E01;nm6024908;Olya Kosenko;A;nm6024908;Olya Kosenko;A;nm6024908;Olya Kosenko;A;nm6024908;Olya Kosenko;A;nm6024908;Olya Kosenko;A;nm6024908;Olya Kosenko;A;nm6024908;Olya Kosenko;A;;
Omero Antonutti;TRUE;un ringraziamento particolare a;Thanks;La grande bellezza;nm0031511;Omero Antonutti;A;nm0031511;Omero Antonutti;A;nm0031511;Omero Antonutti;A;nm0031511;Omero Antonutti;A;nm0031511;Omero Antonutti;A;nm0031511;Omero Antonutti;A;nm0031511;Omero Antonutti;A;;
ONA KVINTAITÉ;TRUE;Set Dressers;Art Department;Chernobyl S01E01;nm6486411;Ona Kvintaite;A;nm6486411;Ona Kvintaite;A;nm6486411;Ona Kvintaite;A;nm6486411;Ona Kvintaite;A;nm6486411;Ona Kvintaite;A;nm6486411;Ona Kvintaite;A;nm6486411;Ona Kvintaite;A;;
Onkel Tuka;TRUE;Constructeurs;Art Department;Amelie;nm16638064;Onkel Tuca;M;nm16638064;Onkel Tuca;M;;Onkel Tuka;X;;Onkel Tuka;X;;Onkel Tuka;X;;Onkel Tuka;X;;Onkel Tuka;X;Gregor Hees;nm0373522
MICHAEL HAUSMAN;TRUE;first assistant director;Second Unit Directors or Assistant Directors;Eternal Sunshine of the Spotless Mind;nm0369592;Michael Hausman;A;nm0369592;Michael Hausman;A;nm0369592;Michael Hausman;A;nm0369592;Michael Hausman;A;nm0369592;Michael Hausman;A;nm0369592;Michael Hausman;A;nm0369592;Michael Hausman;A;;
Oriana Buttacavoli;TRUE;Produzione Babe Films;Additional Crew;La grande bellezza;nm3564436;Oriana Buttacavoli;A;nm3564436;Oriana Buttacavoli;A;nm3564436;Oriana Buttacavoli;A;nm3564436;Oriana Buttacavoli;A;nm3564436;Oriana Buttacavoli;A;nm3564436;Oriana Buttacavoli;A;nm3564436;Oriana Buttacavoli;A;;
Orietta Bodo;TRUE;Sarte;Costume and Wardrobe Department;La grande bellezza;nm6179998;Orietta Badò;M;nm6179998;Orietta Badò;M;nm6179998;Orietta Badò;M;;Orietta Bodo;X;;Orietta Bodo;X;;Orietta Bodo;X;;Orietta Bodo;X;;
ORIETTA NASALLI ROCCA;TRUE;ASS. COSTUMI;Costume and Wardrobe Department;8 1-2;nm0621583;Orietta Nasalli-Rocca;A;nm0621583;Orietta Nasalli-Rocca;A;nm0621583;Orietta Nasalli-Rocca;A;nm0621583;Orietta Nasalli-Rocca;A;nm0621583;Orietta Nasalli-Rocca;A;nm0621583;Orietta Nasalli-Rocca;A;nm0621583;Orietta Nasalli-Rocca;A;;
ORLANDO CINQUE;TRUE;;Cast;Romanzo criminale S01E01;nm3037665;Orlando Cinque;A;nm3037665;Orlando Cinque;A;nm3037665;Orlando Cinque;A;nm3037665;Orlando Cinque;A;nm3037665;Orlando Cinque;A;nm3037665;Orlando Cinque;A;nm3037665;Orlando Cinque;A;;
Orlando Ragusa;TRUE;Cannizzaro 3;Cast;Romanzo criminale S01E01;nm0706645;Orlando Ragusa;A;nm0706645;Orlando Ragusa;A;nm0706645;Orlando Ragusa;A;nm0706645;Orlando Ragusa;A;nm0706645;Orlando Ragusa;A;nm0706645;Orlando Ragusa;A;nm0706645;Orlando Ragusa;A;;
Ortaç Besi;TRUE;Ãevirmen;Dubbing;El desorden que dejas S01E03;;Ortaç Besi;X;;Ortaç Besi;X;;Ortaç Besi;X;;Ortaç Besi;X;;Ortaç Besi;X;;Ortaç Besi;X;;Ortaç Besi;X;;
ÓSCAR FRANCO;TRUE;Coordinadores de Especialistas;Stunts;El desorden que dejas S01E03;;ÓSCAR FRANCO;X;;ÓSCAR FRANCO;X;;ÓSCAR FRANCO;X;;ÓSCAR FRANCO;X;;ÓSCAR FRANCO;X;;ÓSCAR FRANCO;X;;ÓSCAR FRANCO;X;;
Oscar Garcia;TRUE;Sound Mixers;Dubbing_Sound;Dark S01E09;;Oscar Garcia;X;;Oscar Garcia;X;;Oscar Garcia;X;;Oscar Garcia;X;;Oscar Garcia;X;;Oscar Garcia;X;;Oscar Garcia;X;;
ÓSCAR SOTELO ROJO;TRUE;ProducciÃ³n;Production Department;El desorden que dejas S01E03;;ÓSCAR SOTELO ROJO;X;;ÓSCAR SOTELO ROJO;X;;ÓSCAR SOTELO ROJO;X;;ÓSCAR SOTELO ROJO;X;;ÓSCAR SOTELO ROJO;X;;ÓSCAR SOTELO ROJO;X;;ÓSCAR SOTELO ROJO;X;;
OSCAR VILLAGRÁN BURAGLIA;TRUE;ProducciÃ³n;Visual Effects;El desorden que dejas S01E03;;OSCAR VILLAGRÁN BURAGLIA;X;;OSCAR VILLAGRÁN BURAGLIA;X;;OSCAR VILLAGRÁN BURAGLIA;X;;OSCAR VILLAGRÁN BURAGLIA;X;;OSCAR VILLAGRÁN BURAGLIA;X;;OSCAR VILLAGRÁN BURAGLIA;X;;OSCAR VILLAGRÁN BURAGLIA;X;;
OTELLO FAVA;TRUE;CAPO TRUCCO;Makeup Department;8 1-2;;OTELLO FAVA;X;;OTELLO FAVA;X;;OTELLO FAVA;X;;OTELLO FAVA;X;;OTELLO FAVA;X;;OTELLO FAVA;X;;OTELLO FAVA;X;;
Ottaviano Dell' Acqua;TRUE;Stunt Driver;Stunts;Romanzo criminale S01E01;nm0217260;Ottaviano Dell'Acqua;A;nm0217260;Ottaviano Dell'Acqua;A;nm0217260;Ottaviano Dell'Acqua;A;nm0217260;Ottaviano Dell'Acqua;A;nm0217260;Ottaviano Dell'Acqua;A;nm0217260;Ottaviano Dell'Acqua;A;nm0217260;Ottaviano Dell'Acqua;A;;
OWEN MASTERSON;TRUE;Airport Valet;Cast;Fight Club;;OWEN MASTERSON;X;;OWEN MASTERSON;X;;OWEN MASTERSON;X;;OWEN MASTERSON;X;;OWEN MASTERSON;X;;OWEN MASTERSON;X;;OWEN MASTERSON;X;;
